,0050,2330,2454,2379,3034,2884,2885,2892
0,元大台灣50,台積電,聯發科,瑞昱,聯詠,玉山金,元大金,第一金
2001+1,0.0,0.355141795408473,0.0,0.6016299012914427,0.0,0.0,0.0,0.0
2002+1,0.0,-0.2945627493752341,-0.18686827552846352,-0.16899227841537046,0.0,0.0,-0.09166638469568476,0.0
2003+1,0.0,0.16484143330485215,0.2775606025450809,-0.10970704336450077,0.37554443853534014,0.19524488597194903,0.1074507258736248,0.08667072472637165
2004+1,0.0,0.056709882717825365,-0.08655939313493355,-0.09732735483544723,0.1647934412039182,0.29914035303779696,0.2671969514300031,0.07884185541744733
2005+1,0.0,0.22554982480214417,0.553410910814842,0.16636556034810324,0.8354024120136496,-0.05971799543784789,-0.04659071511224371,0.05278629086282151
2006+1,0.0,0.1411505521516853,0.10175696258885546,0.5155462023790024,-0.07641467827131658,0.1162260235461097,0.16825441240187058,0.10340170821875237
2007+1,0.0,-0.031830492991053214,-0.030615191941031503,-0.14118066681396443,-0.14467118190651265,-0.10197168115196154,0.18589311594903335,0.058908539652451415
2008+1,-0.32063218542022803,-0.16794133879787926,-0.26677843980887983,-0.4766019475233179,-0.44321509161380085,-0.2811191532880638,-0.22835175238194944,-0.23785102015447682
2009+1,0.2881924118781719,0.23804144897406904,0.4982361171848578,0.6865212616935762,0.7385623692502807,0.32889938389979645,0.25793175798703316,0.1378656501028746
2010+1,0.1313541939670317,0.18828379529085726,-0.07315572096589477,-0.051928271382110404,0.058200449331515774,0.4757760221714417,0.18362500177084412,0.534483090754421
2011+1,-0.12084698079757303,0.06635836009064232,-0.07050455557875444,-0.1252143857188661,-0.04345149364174499,-0.19708873600444934,-0.11075063269109897,-0.16611042757421607
2012+1,0.03522551499141106,0.19371390991424026,0.1401728418380921,0.13708690673338927,0.30114464757464166,0.09843993644848185,0.05003917490493524,0.06060655295492498
2013+1,0.04842253369552758,0.027518541855168225,0.25216561362897144,0.16217997983480692,0.010650512585807471,0.15446462608450293,0.17714550943342672,0.0870902174768954
2014+1,0.05139259166990583,0.17629170753942885,0.007022861334181218,0.14930101624038214,0.2474619483283064,0.10171308847290683,0.01704073768949581,0.06616009993620171
2015+1,-0.08323380716632658,0.03663167968627614,-0.23373920806164575,0.08797483065968821,-0.029676470965245894,0.027049992016033836,-0.13878153934992107,-0.04928532010467198
2016+1,0.10040551427910466,0.13102130933756576,-0.025932537722458644,0.0903242336773131,-0.03990497258424456,0.09096908863503032,0.10219726819155313,0.12584211760120595
2017+1,0.051592202520501,0.13621037744240605,0.1886259395053325,0.02460673887057507,0.014588394499290967,0.08904533306749629,0.07044734505042197,0.07742688257347384
2018+1,-0.06220883241910401,-0.022772752100024468,-0.1418363901343691,0.20719823433319629,0.08487376971242391,0.029513965699428626,0.10041590938184856,0.021607946639413064
2019+1,0.18830773253269242,0.33562164962125185,0.43242637520140936,0.20585015410462956,0.2507856849466985,0.18917258378407995,0.15491023497301365,0.16180305299283096
2020+1,0.2842916370325636,0.49343481145744444,0.5337559702564947,0.35415809216971617,0.6008201423344165,0.012634420465932583,0.1767821961021038,0.018690477454728058
2021+1,0.0646743115533907,0.044805035704531836,0.2985886156610923,0.1879348955987082,0.1551883514820501,0.13396604537129056,0.08347260654452174,0.13457263671111597
